quote_id,quote,character
236,"I found an exercise in Toby’s binder that he managed to miss, that involves screening the part of you that says, “I don’t wanna do that. I don’t wanna talk about that. That is too private.” Here’s how it works. I’m going to throw you this ball.",Michael
237,...,Michael
238,"Never ever, ever sleep with your boss. I am so lucky that Jan and I only got to second base.",Michael
239,"Hey Koselli, the Kos. Cosby. Hey hey hey. I love Jello Pudding Pops. My son, Theo, loves Jello Pudding Pops too.",Michael
240,"Productivity is important but how can I be productive if I have this one little thing in my brain? That I cannot get out. And that one little thing is a soft pretzel. So I’m just going to have my soft pretzel, then I’ll get to work, and I’ll be super productive. Look out for me.",Michael
241,"Oh, shhh… Come on.",Michael
242,"Tonight, one of our most ethnic co-workers, Kelly, has invited us all to a Diwali celebration put on by her community. What is Diwali, you may ask? Well, to have Kelly explain it it’s ada blah blah blah, it’s so super fun and it’s going to be great. Lot of gods with unpronounceable names. Twenty minutes later you find out that is essentially a Hindu Halloween.",Michael
243,"I love the people here. And if there was one thing I di… don’t really care for is that they can be terribly, terribly ignorant about other cultures. And I don’t want them embarrassing me in front of my girlfriend, Carol.",Michael
244,My Indian Culture Seminar was going great until Toby decided that he was too immature to deal with culturally explicit images. It’s just sex. People… everybody does it. I’m doing it… with Carol! Probably tonight.,Michael
245,"All they are is chocolate, graham cracker, and marshmallow. How difficult would that have been?",Michael
246,"I had promised Carol a romantic evening on the town. Um, I wanted to take her on this spooky hay ride thing, but it was like seventy dollars a person, and she’s allergic to hay. So I said, “Pop a Claritin, and I will spot you the seventy bucks,” and she’s like “I don’t like to borrow money or take unnecessary medication.” And I’m like, “Well you’re really not gonna like what I slipped in your drink last night.” And she’s like, “What the hell are you talking about?” And I’m like, “I’m kidding. I didn’t put a roof…” … We laughed so hard… It was hilarious… oh… So yes, I’m very excited about the Diwali party.",Michael
247,"It is an outrage, that’s all. It’s… hey’re making a huge, huge mistake. Let’s see Josh replace these people. Let’s see Josh find another Stanley. You think Stanleys grow on trees? Well they don’t. There is no Stanley tree. Do you think the world is crawling with Phyllises? Show me that farm. With Phyllises and Kevins sprouting up all over the place. Ripe for the plucking. Show me that farm.",Michael
248,Pictures. Memories. Look at that. They grow up so fast.,Michael
249,This is my house. The CFO is taking away my house and giving it to Josh. And Josh is giving the garage to Bob Vance.,Michael
250,"Okay, this is it. This is exactly what Michael Moore does, famous documentarian. He goes up to people with a camera and he’s like “Why did you do this? Why did you pollute? You are bad. You’re a bad person.” It’s very dramatic. Although, I can’t say I was a big fan of ‘Bowling for Columbine’, because I thought it was going to be a bowling movie, like ‘Kingpin’. And it wasn’t. It was something else.",Michael
251,"My branch is absorbing the Stamford branch. Or, as I like to put it, my family is doubling in size. That’s all I’m going to say about it because I have a gigantic performance ahead of me. And I have to get into my head and focus.",Michael
252,"You know for a lot of these people this is the only family they have. So… As far as I’m concerned, this says ‘World’s Best Dad’.",Michael
253,You know who I really like? Is this guy Andy Bernard. He has got this very likable way about him.,Michael
254,"Okay. Everybody settled in? Good. Why don’t we all proceed in to the conference room? Or, should I say, the banquet hall. For… drum roll, please , the official Merger Day All-Family Welcome Breakfast. Come on in!",Michael
255,I am so scared… when people don’t label their personal food.,Michael
256,People hate people that are different from them. That’s natural. But you know what makes people forget their differences? A great show. That is why I created the ‘Integration Celebration’. This is the moment when Scranton and Stamford come together as one. United in applause.,Michael
257,"The word merger comes from the word marriage. And that was what today was supposed to be. The loving union between people. Instead, it has become like when my Mom moved in with Jeff. And once again, it becomes my job to fix it.",Michael
258,"Hey, girls. What’s happening? Startinng to blend? Well, before long, you guys keep hanging out, you guys you are gonna share the same menstrual cycle.",Michael
259,"Can’t we all get along? No, we can’t. But here’s the thing: yes, we can. Well, why not? Because of differeneces. Well, can we overcome these differences? No. Can we find each other and connect with each other in spite of these differences? No, we can’t. But, we have to try and that is why I created the Integration Celebration.",Michael
260,Why did the convict have to be a black guy? It is such a stereotype. I just wish that Josh had made a more progressive choice. Like a white guy… who went to prison for… polluting a black guy’s lake.,Michael
261,"Close your eyes. Picture a convict. What’s he wearing? Nothing special, baseball cap on backwards, baggy pants… he says something ordinary like… ‘yo, thats shizzle.’ Okay. Now slowly open your eyes again. Who are you picturing? A black man? Wrong. That was a white woman. Surprised? Well, shame on you.",Michael
262,This place is not prison. It’s… way better than prison.,Michael
263,"Okay! Listen up everybody! Um, you guys said that prison was better than this place, and I heard ya, loud and clear, so, I am instituting some changes to make this more like prison. We are going to start with an hour of outdoor time. So let’s go!",Michael
264,These people don’t realize how lucky they are. This office is the American Dream. And they would rather be in the hole.,Michael
265,"Martin went from being a new guy from Stamford… to a convict, to… my friend. Back to a convict. Then to… a kind of a nuisance, actually, to be completely honest. And finally, to… a quitter. And I will not miss him. And that is not because he is black.",Michael
266,"This is going to be the best Christmas ever. My girlfriend Carol is coming to our party tonight, and I have a little surprise for her. I’ve got two tickets to paradise! Pack your bags, we’re leaving the day-after-tomorrow! Um, taking her to Sandals, Jamaica, all-inclusive. All-inclusive. You know what that means? Right? Yeah.",Michael
267,"This is an old adage, but they say when you find true love, you know within the first 24 hours. With Carol, I knew within the first 24 minutes of the second day I met her.",Michael
268,Bros before hos. Why? Because your bros are always there for you. They have got your back after your ho rips your heart out for no good reason. And you were nothing but great to your ho and you told her she was the only ho for you. And that she was better than all the other hos in the world. And then … and then suddenly she’s not yo’ ho no mo’.,Michael
269,I honestly don’t see what the big deal is. Stevie Wonder is married. Are you going to tell me that Stevie Wonder doesn’t love his wife just because he’s not sure what she looks like?,Michael
270,"I totally rebounded. Someone else shoots and I take the ball and I score. Well, I guess I didn’t score and I’m not sure who’s actually shooting, but, whatever. Doesn’t matter. It’s all good. Or as my ex might say. Domo arigato, Mr. Scott-o.",Michael
271,"Yes, I just wanted to see if, uh you would like to come to Jamaica with me. There’s this resort called Sandals. Really? OK. All right. I promise you won’t be disappointed. Umm, It’s all-inclusive…",Michael
272,"William Randolph Shakespeare once wrote in one of his plays, and I’m paraphrasing here, “Love doth be poison.” Brilliant. And a lot of people don’t give Shakespeare enough credit. They think it was somebody else. A-holes.",Michael
273,"No, I don’t think I’m asking too much. I think it’s only fair that you tell me exactly what I did wrong. Okay. Uh huh. Well that… yeah. Uh huh. All right. Well, could you tell me something that I did",Michael
274,"Inventory is boring. In the islands, they don’t make you do stuff like take inventory. Why do you think so many businesses move to the Caymans?",Michael
275,"How hard is a luau? All you need are some grass skirts, pineapple, poi, tiki torches, suckling pig, some fire dancers. That’s all you need.",Michael
276,"Jan told me to play it cool and not tell anybody because it can get us both in trouble. So officially, I did not see her. But I did see Jan there. In our room. At night. And in the morning. That’s all I’m gonna say. Sex. We had sex. I had sex with her. I had sex with Jan.",Michael
277,"I just had the best, most romantic week of my life in Sandals, Jamaica. Went with a lady, and we laid on the beach and drank fruity drinks for free, because it was all-inclusive. And then I flew back to Scranton, and then they lost one of my bags.",Michael
278,"Hey, Mister tally man, tally me banana, six hand, seven hand, eight hand, BRUNCH! So delicious. Dinner, too. And every morning I would watch the sunrise and I would eat a mango. That is how I want to feel all the time. It’s called island living. You know, how they say take a chill pill? In Jamaica, I took one. Guy on the beach sold it to me for $40. And after I finished vomiting, I was more relaxed than I ever have been. Lost six pounds, too. That’s how I want every day to be.",Michael
279,"I just got back from vacay. Come on. Give me a break, man. Waves over Jamaica, $6.99.",Michael
280,"I would love to take them all to Jamaica, but is that good management? Yes. But is it the best management? Well, I can’t afford it, and corporate won’t pay for it. So who’s the real criminal?",Michael
281,"Don’t you have some sort of chaser or gobbler thing that you can send out that’s able to eat up that other emails? I read about something like that. Well, I am in America and I am online, so I do think it involves you. Uh-huh. And if I were a subscriber, would then you be able to send out the gobbler? I’d… Yes, I will hold.",Michael
282,Here we go.,Michael
283,"Dwight betrayed me once before. So this is his strike two. You know what they say? Fool me once, strike one. But fool me twice, strike three.",Michael
284,Who’s that sportscaster that bit that lady? Marv something? Andy is like Marv Something. Great sportscaster. Big weirdo creep.,Michael
285,It takes a big man to admit his mistake and that’s what I did. The important thing is I learned something. I don’t want somebody sucking up to me because they think I’m going to help their career. I want them sucking up to me because they genuinely love me. Hmm.,Michael
286,"Yesterday I was scraping some gunk off my wall sockets with a metal fork and I gave myself the nastiest shock. And when I came to, I had an epiphery. Life is precious. And if I die I want my son to know the dealio. The dealio of life.",Michael
287,Here are some things that I want to teach you that your mother won’t be able to.,Michael
288,"Hello everyone! As you know, we are six days away from Phyllis’ wedding. So get your suits to the dry cleaner and get your hair did. And Karen, um, you might want to invest in a dress or a skirt of some kind if you don’t already have one. This may be Phyllis’ only wedding ever. It is my job to ensure that none of you look like ragamuffins. So I am instituting prima nocta.",Michael
289,I’m sorry. I had a very different understanding as to what prima nocta meant.,Michael
290,"I’m trying to get everyone excited about Phyllis’ wedding because I want her to get people excited about my wedding when the time comes. Which won’t be hard, because it’s going to be awesome. A lot better than hers, that’s for sure. It’ll probably be on a boat.",Michael
291,"So you know who turned out to be kind of a creep? Ben Franklin. And Elizabeth the stripper gave me great advice. Which rhymed. Really makes you wonder how Ben Franklin can become president, but someone like Elizabeth can’t.",Michael
292,"Phyllis is getting married. And I am in the wedding party. She has asked me to push her father’s wheelchair down the aisle. So, basically, I am co-giving away the bride. Since I pay her salary it is like I’m paying for the wedding. Which I’m happy to do. It’s a big day for Phyllis. But it’s an even bigger day for me. Employer of the bride.",Michael
293,"This strappy young lad sitting here is Phyllis’ father, Albert, and he is quite the ladies’ man, aren’t you Albert, hah? Ah, ringbearer. I could have done better. I will do better. I am going to be better. I can’t believe I’m actually doing this! Ooh! Are you ready for this, Albert? I am. Let’s do it.",Michael
294,Me walking Phyllis down the aisle was supposed to be the highlight of the wedding. And now… the wedding has no highlight.,Michael
295,"I can’t believe I pushed that… that guy’s lazy ass around all day… until he was ready to stand up and steal the show. That’s… well… I got news for you, Albert. If that’s your real name. The show’s not over.",Michael
296,I do. I know a fair amount about fine food… and drink. This is a white.,Michael
297,"The most important part of a speech is the opening line. When time is not a factor, I like to try out three or four different ones.",Michael
298,ee… I was meant for you… buppity du bom bu.,Michael
299,They say that your wedding day goes by in such a flash that your lucky if you even get a piece of your own cake. I say that’s crazy. I say let them eat cake. Margaret Thatcher said that about marriage. Smart broad.,Michael
300,Be careful. Oh no!! Oh wow! Phyllis! Phyllis! You look like a clown! Here. Get me! Get me!,Michael
301,"A boss is like a teacher. And I am like the cool teacher. Like Mr. Handell. Mr. Handell would hang out with us, and he would tell us awesome jokes. And he actually hooked up with one of the students. Um… and then like twelve other kids came forward. It was in all the papers. … Really ruined eighth grade for us.",Michael
302,"So, you wanna start a business. How do you start? What do you need? Well, first of all, you need a building. And secondly, you need supply. You need something to sell. Now this could be anything. It could be… a… thingamajig. Or a… a whosi-whatsi. Or… a Whatchamacallit . Now, you need to sell those in order to have a PayDay . And, if you sell enough of them, you will make a 100 Grand . Satisfied?",Michael
303,"It is… a message. It is an inspiration, it is… a source of beauty. And without paper, it could not have happened. Unless, you had a camera.",Michael
304,"Well ultimately I went into business to inspire people. They say those who can’t do, teach. I can do both. I teach doing.",Michael
305,"I have a lot of big ideas, and the trick is to get it out of my brain and into theirs, in a way that is easy to swallow. Simple… Kids love candy bars.",Michael
306,"Lets try a little… Little social experiment here. Raise your hands if you like to buy things. OK, I see some people who like to buy things. You’re it, you are the reason this world rolls along, give yourselves a round of applause. Say, say you want to start a business, and business is all about buying and selling, is it not? So say you want to sell lemonade, or stickers. Something you have to keep in mind, you must, and you might want to jot this down, you must sell the stickers for more than you bought the stickers for.",Michael
307,"A lot of people think that magic camp is just for kids. And that’s why so many other people in my class were kids. Self fulfilling prophecy. It’s um, it’s really for anybody with a dream and a belief in magic and a little extra time after school.",Michael
308,"I cannot tell you how I plan to escape. Other than by using magic. That is the magician’s code. Separately, on an unrelated note, if you happen to find a small brass key…",Michael
309,"“Michael, you go to parties all the time, why is tonight so special?” Well, tonight is so special because my boss’s boss’s boss, the CFO, not his initials, common mistake, is having a little shindig for all the managers in the company. And Jan and I are going as a couple. For the first time. So it’s kind of our coming out party. Really. And that is why tonight is so special.",Michael
310,Hi.,Michael
311,"Actually, it’s polite to arrive early. And smart. Only really good friends show up early. Ergo de facto. Go to a party really early. Become a really good friend.",Michael
312,"It’s been sitting in my car all day. Sun beating down on the mayonnaise. Just, you never know.",Michael
313,Rachel thinks that I brought homemade potato salad and I just picked it up at the supermarket. It’s funny. I wish I could make potato salad that good. It’s just potatoes and mayonnaise. There is something wrong with Jan.,Michael
314,"What a weird day. I don’t understand it, but you don’t get to understand everyday of your life. Maybe five, ten days a year, I’ll get home and I will have no idea what the hell just happened. Guess everybody has days like that. Sometimes they’re the nicest ones. Still, I think there might be something wrong with Jan.",Michael
315,"Wikipedia… is the best thing ever. Anyone in the world can write anything they want about any subject, so you know you are getting the best possible information.",Michael
316,Tactic number six. Change the location of the meeting at the last second. Totally throws ’em off.,Michael
317,"Number 14, declining to speak first. Makes them feel uncomfortable, puts you in control.",Michael
318,"There were these huge bins of clothes, and everybody was rifling through them like crazy, and I grabbed one. And it fit! So I don’t think that this is totally just a woman’s suit. At the very least it’s bisexual.",Michael
319,"Negotiations are all about controlling things. About being in the driver’s seat. And make one tiny mistake, you’re dead. I made one tiny mistake. I wore woman’s clothes.",Michael
320,"A boss’s salary isn’t just about money, it is about perks. It… for example, every year I get a $100 gas card… Can’t put a price tag on that.",Michael
321,"Look, I am not a gazillionaire. I can’t… I can’t dress like Donald Trump dresses. I have to stay within the parameters of my budget. I can’t shop at a fancy Norwegian boutique. I buy my suits the old fashioned way. I buy them from discount stores… or on eBay. And when I found out that Ross was having a midnight madness sale, I ran, not walked, as per the instructions on the flier. And I got there, and when the doors opened, all of these women ran to this one bin. And I did too. And I grabbed this suit. And a woman, sort of a, I don’t know, Missy Elliot type, grabbed the jacket. And, uh, we had kind of a heated tug of war. And I could tell by the way she was screaming that this must be a get. And I figured she was just buying it for her husband, to answer your question from before. Um, anyway, she s… socked me, in the eye. And she got it, she got the suit. But, I went to the Ross, in Trenton New Jersey, and I found the exact same suit. And I didn’t have to deal with Missy Elliot.",Michael
322,"Today is Safety Training Day. Toby is leading ours upstairs. Yeauck. But, I am giving everyone a little bit of a treat. We are going to listen in on Darryl’s presentation to the warehouse. And if I know Darryl, it gonna be zoppity.",Michael
323,"“Hey Darryl, how’s it hangin’?!”",Michael
324,"Darryl thinks he is such a man because he works in a warehouse. I worked in a warehouse. Men’s Warehouse. I was a greeter. I’d like to see Darryl greet people. Probably make ’em feel like wimps. Not me, I… “Hello, I’m Michael. Welcome to Men’s Warehouse. We have a special on khaki pants today.” … This is one example.",Michael
325,"You may be asking yourself, “What am I doing on a trampoline?” Well, I thought I’d bounce here for a while, relieve some stress, and then move on with my day. Not! Here’s the plan. Dwight, is going to gather all of the office workers and all of the warehouse guys, we’re going to have another safety seminar. Only this time, where’s Michael? Oh my God! He is on the roof! Now I have got their attention. I… tell them, about the cold hard facts of depression. And then I say, “Hey! You ever seen a suicide?” And I jump. And they freak out. And they get to see… the dangers of depression with their own eyes. Nice side note: They might think “Hey, I should have been nicer to Michael.” But that’s… not why I’m doing this… Then, I land on the trampoline, take a couple extra bounces for fun. I climb off, walk around the corner… Ta-freakin’-da!",Michael
326,"An office… is as safe as the people in it. And sometimes those people can drive you to do crazy things to show the dangers of the office. That’s the danger I found myself in today. I saved a life. My own. Am I a hero? I really can’t say. But, yes.",Michael
327,"You know what’s funny? Robin Williams. When a cat gets stuck in a washing machine. City Slickers. Talking like Borat. You know what’s not funny? Safety, or making fun of the person trying to talk about safety. Not nice. I must show people how dangerous office can be. High five… Now that’s funny.",Michael
328,How do you make depression sexy? How do you… How do you get people interested in depression? That is the conon… the conun… the conumbery,Michael
329,"Those warehouse guys, think that we are all flabby, middle management, nerf balls. Well I’m going to show them that we have nerfs of steel.",Michael
330,"Coal miners, crab fishermen, Dog the bounty hunter, all dangerous jobs. But also upper middle management. Wow! I could have fallen off a roof today… And you don’t worry about falling off a roof when you work on a crab boat… And there are no roofs in coal mines.",Michael
331,"We have a crisis. Apparently, a disgruntled employee at the paper mill decided that it would be funny to put an obscene watermark on our 24 pound cream butter stock. Five hundred boxes has gone out, with the image of a beloved cartoon duck, performing… unspeakable acts upon a certain cartoon mouse that a lot of people like. I’ve never been a fan.",Michael
332,"Here’s the thing. When a company screws up, best thing to do is call a press conference. Alert the media, and then you control the story. Wait for them to find out, and the story controls you. That’s what happened to O.J.",Michael
333,"Mrs. Allen is our most important client… because every client is our most important client. Even though she’s a pretty unimportant client, really.",Michael
334,"OK, I think that’s good.",Michael
335,"The key to a crisis is dealing with it right away. Like that aspirin company that sent out the poisoned aspirin in the regular aspirin bottles. If you don’t act fast, you will lose customers.",Michael
336,"With dissatisfied clients, it doesn’t matter what you did. All they wanna hear is that you’re sorry. They’re like women that way. And this client is a woman. So when I say I’m sorry, it will be twice as effective.",Michael
337,The customer is always right. Mrs. Allen was our customer. She was wrong. Is that a contradiction? No. Because she’s not our customer anymore.,Michael
338,"Hey, Mom. Happy birthday, belatedly. Sorry I forgot. I had put it on my calendar and Pam threw that out.",Michael
339,"And without denying the seriousness of the situation, I would just like to remind you that in much of the Netherlands, swimming naked is the norm. So in Norway, you’d be the weirdos.",Michael
340,"I have literally apologized an infinite number of times on this, and there are still calls for me to resign. Calls from an annoying woman, and possibly even the media alike. Well let me tell you something, something from the heart. I will not resign. I need this job. My mortgage is hundreds of dollars a month. With this job, I can barely cover that. I have a company car, but I still have to pay for gas, and gas prices are high. And I have no savings whatsoever. And it wasn’t even me. It’s so not fair that they want me to resign.",Michael
341,"In all the excitement, I forgot that my primary goal is to keep people safe. Women can’t have fun if they don’t feel safe. For example, Jan and I have a safe word in case things go too far. Foliage. And if one of us says that word, the other one has to stop. Although last time… she pretended she didn’t hear me.",Michael
342,"Let’s face it, most guys are from the Dark Ages. They’re caveman. And they like a woman to be showing her cleavage and to be wearing 8-inch heels, and to be wearing, um, see-through underpants. But… for me, a woman looks best when she is just absolutely naked.",Michael
343,"Any man who says he totally understands women is a fool. Because they are un-understandable. There’s a wishing fountain at the mall. And I threw a coin in for every woman in the world and made a wish. I wished for Jan to get over me. I wished for Phyllis, a plasma TV. I wished for Pam to gain courage. I wished for Angela, a heart, and for Kelly, a brain. “Michael, how can you appreciate women so much but also dump one of them?” You mean, how can I be so illogical and flighty and unpredictable and emotional? Well, maybe I learned something from women after all.",Michael
344,"Sometimes I imagine what it would be like to be a woman. I have a full-length mirror in my bathroom, and before I get dressed I will tuck myself between my legs just to see. And, um, it’s uncomfortable. So maybe I do understand.",Michael
345,I got shotgun. Damn it.,Michael
346,Look at that! Come on! Free underwear!,Michael
347,"Hey, Pam, how bout something like that for you. Could sort of cover up any imperfections in the mid section. Just show off the twins a little bit.",Michael
348,Idiot.,Michael
349,"I learned a lot about women today. And any man who says he totally understands women is a fool. Because they are un-understandable. Jan and I broke up. Why? Because she didn’t like one message I left on her voicemail? But that is her peariagative. I thought I understood women, but maybe, can’t believe I’m gonna say this, maybe, women don’t understand themselves.",Michael
350,"OK, everybody have their towels and swim suits? We have about an hour and half. I suggest that you all go potty now and then we will be congregating on the partay bus.",Michael
351,I want today to be a beautiful memory… that the staff and I share after I have passed on to New York. And if Toby is a part of it… then it’ll suck.,Michael
352,What happens to a company if somebody takes their boss away? I will answer your question with a question. It’s like what happens to a chicken when you take its head away. It dies. Unless you find a new head. I need to see which one of these people have the skills to be a chicken head.,Michael
353,This way to the partay bus.,Michael
354,Here we are ladies and gentlemen. Everybody ready? Last one down is a rotten egg. Watch out for snakes!,Michael
355,"Jim Halpert. Pros: smart, cool, good-looking. Remind you of anybody you know? Cons: not a hard worker. I can spend all day on a project, and he will finish the same project in a half an hour. So that should tell you something.",Michael
356,"Dwight is an obvious candidate for my job. He has the best sales record in the office. He loves the work. He is, however, an idiot.",Michael
357,I am also considering Stanley because of all the good that black people have done. For America.,Michael
358,Andy Bernard. Pros: He’s classy. He gets me. He went to Cornell. I trust him. Cons: I don’t really trust him.,Michael
359,A good manager has got to be hungry. Hungry for success.,Michael
360,"Yes, I am choosing my apprentice. Which is why I have modeled all my games after Survivor.",Michael
361,Ready! Go!,Michael
362,"Andy Bernard is in first place with four hot dogs! Dwight Schrute is a close second with three and a half! Here comes Stanley! Here comes Stanley, with three hot dogs!",Michael
363,"This is an inflatable sumo suit. Now, in the olden days, when they wanted to find a guy who could be king, they would have him pull a sword out of a stone. Well, times have changed. And it’s not even about who is the best sumo wrestler. It’s about who is the best boss. And I don’t even care who wins. It’s how they wrestle in a blow-up suit… that will tell me all I need to know or how sumo…",Michael
364,"I got it made in the shade. I know this company. The other branch managers are total morons. Hey, Pam yeah, I forgot what day the interview was and I drove to New York accidentially. I’ll be like three hours late.",Michael
365,"Okay. Jan, we need to talk.",Michael
366,"Jan is in a different place right now, and it is a sign of maturity to give people second chances. So I am going to hear her out.",Michael
367,"No. No, no, no, no. I’ll tell you this, it is",Michael
368,"Here’s the sitch. Two weeks ago, I was in the worst relationship of my life. She treated me poorly. We didn’t connect, I was miserable. Now, I’m in the best relationship of my life with the same woman. Love is a mystery.",Michael
369,"Hey, everybody. The next time you see me, I’ll be working for corporate. Starting tomorrow, Dwight Schrute will be running the branch. So without further ado, I would like to start saying my goodbyes Okay. Goodnight, and good luck.",Michael
370,"I am by far the most qualified person they’re interviewing. Jim and Karen are here, which is cute. They’re like, kid actors tagging along with daddy, on the big audition, hoping to be discovered. Except daddy… is the best actor around. Daddy is Meryl Streep.",Michael
371,"New York real estate. I started by looking for a brownstone, like the Huxtables had, but instead I found this very, very, nice place in Jamaica, Queens, mon. It is on the last stop of the subway, which is wonderful, because if I fall asleep, I still end up at home. It is a suh-weeeet one bedroom. I have a roommate, uh, Vijay Chokalingham, he’s a sophomore at Queens College. He actually works in the Indian restaurant right below the apartment, so… free food, and the place always smells like curry. So, win/win.",Michael
372,This is going to be a very good year. Very good. Jan is at home. Jim is back. My protege Ryan is at corporate. Good stuff. Um… Andy and Dwight are rockin’ the sales team. I feel very blessed.,Michael
373,"So Ryan got promoted to corporate, where he is a little fish in a big pond. Whereas back here in Scranton I am still top dog, in a fairly large pond. So who is the real boss? The dog or a fish?",Michael
374,"Guess what, I have flaws. What are they? Oh, I don’t know. I sing in the shower. Sometimes I spend too much time volunteering. Occasionally I’ll hit somebody with my car. So sue me… No, don’t sue me. That is the opposite of the point that I’m trying to make.",Michael
375,Do I need to be liked? Absolutely not. I like to be liked. I enjoy being liked. I have to be liked. But it’s not like a compulsive need to be liked. Like my need to be praised.,Michael
376,"Well, I am taking responsibility. It is up to me to get rid of the curse that hit Meredith with my car. I’m not superstitious, but… I’m… I am a little-stitious.",Michael
377,"Is there a God? If not, what are all the churches for? And who is Jesus’ dad?",Michael
378,"A woman shouldn’t have to be hit by a car, to learn that she may have rabies. But that is where we are in America. And that does not sit right with me. And that is why I’m hosting a fun run race for the cure for rabies. To raise awareness of the fact that there is a cure for rabies. A disease that has largely been eradicated in the US. But not very many people know that.",Michael
379,"Check that out. Look at me, I’m Toby, I’m stretching, I know what I’m doing. Why is he even here?",Michael
380,Rabies victims… have to live with an irrational hatred of water their entire lives. So… least I could do.,Michael
381,"Oh God, Oh, alfredo sauce. I’m getting a stitch.",Michael
382,"I am not going to finish. I can’t beat rabies. Nobody can beat rabies, rabies has been around for a thousand years. I was a fool to think that I could beat it.",Michael
383,"Finishing that 5k, was the hardest thing I have ever had to do. I ate more fettuccine alfredo and drank less water, than I have in my entire life. People always talk about triumphs of the human spirit, well today I had a triumph of the human body. That’s why everybody was applauding for me at the end. My guts and my heart, and while I eventually puked my guts out, I never puked my heart out. And I’m very, very proud of that.",Michael
384,Maybe she hit me. You ever think of that? She hit me? I don’t know whose fault it was. I wasn’t exactly looking at the road.,Michael
385,"On the one hand, it’s a relief to know that it’s not just me, the whole office is cursed. On the other hand, I may have to deal with the dark unknown.",Michael
386,"Yeah, the, uh, the charity’s having some financial problems. What do I look like to you, Paul Newman? That’s actually not a good example, because I have been compared to a young Paul Newman, my eyes and my face. And I make my own salad dressing. I mix Newman’s Ranch with Newman’s Italian. Sell it at flea markets for a slight loss. I could make… I could make a profit if I changed one of the ingredients to Wishbone but I won’t do it.",Michael
387,"Well, apparently, my insurance will not be covering this hospital stay. I will be paying out-of-pocket. Um… I kinda wish I’d been hit by a car.",Michael
388,"Hey, doc? You forgetting something? Thank you.",Michael
389,Pam and Jim are together. Ryan is visiting. Only thing that could make this day better is ice cream.,Michael
390,"Yeah, Ryan snapped at me, but there was this twinkle in his eye that I picked up on, which said, “Dude, we’re friends. I’m doing this for appearances. I am the big boss now. And I have to seem like an ogre. But you know me and you trust me. And we like each other. And we’ll always be friends. And I would never take you for granted in a million years. And I miss you, man. And I love you.” His words.",Michael
391,"We had a foreign exchange student live with us when I was young. And we called him my brother. And that’s who I thought he was. Um, then he went home to what is now formerly Yugoslavia, taking all of my blue jeans with him. And I had to spend the entire winter in shorts. That is what Ryan is like. A fake brother who steals your jeans.",Michael
392,Some days I am just on fire. What can I say?,Michael
393,"Well the website is the brain-child of my brain-child, Ryan. It is my brain-grandchild. And, uh, to celebrate it’s birth, all of the different branches are going to have satellite parties, which will be connected via web-cams and fibers to the real party, which is going on in New York City at uh, a very exclusive nightclub, and that is where all of the VIP’s, including yours truly, will be partying with uh New York City’s finest, and I do not mean policemen…",Michael
394,"Well the invitation says VIP’s only. Is this how you treat your VIP’s, Ryan? We’re already in the city. The main part with the buildings. What am I supposed to do? What do you want me to do tonight? And if you tell me, that I have to drive back to Scranton, to the satellite party, I am going to throw up! Okay I’m going to throw up. I’m throwing up. You’re making me throw up, Ryan.",Michael
395,You know what this is like? I’ll tell you what this is like. This is like when the Freshmen would throw a party and wouldn’t let any of the Seniors go.,Michael
396,"This was a pretty disappointing day. It was kind of a slap in the face to realize that I wasn’t as important as I thought I was to a certain young executive who I cared about. But, you know, I’m not gonna cry over it. I did that in the car on the way home.",Michael
397,"Do I feel badly, that nobody out there was invited to a party that I was invited to? Not at all. Because they have to know that if they work hard and apply themselves, someday, they could be invited to a party like this. Of course, at that point, I will be going to much better parties that they will not be able to get into. What are you gonna do?",Michael
398,Steak! Where’s my steeaaak?,Michael
399,"Yes. Money has been a little tight lately. But, at the end of my life, when I’m sitting on my yacht, am I gonna be thinking about how much money I have? No. I’m going to be thinking about how many friends I have, and my children, and my comedy albums. I mean, I have a yacht, so I obviously did pretty well money wise.",Michael
400,"Use to have two cars, traded ’em in, now we’re down to one. Good economic sense. Although the new car is a Porsche. For her.",Michael
401,"I’m sorry Mr. O’Brian, I didn’t mean to interrupt your dinner. I just have a very exciting offer. My records indicate that you have expressed interest in losing some weight. Well, what if I told you that I have a pill that will make you 50 pounds lighter in 5 minutes? How does that sound? Amazing right? Well, it won’t be that fast, but it will–– it will be that easy.",Michael
402,"Yes I forgot about Ryan’s presentation. And yes, it would have been nice to do well with the first presentation he had given me. But you know what else would have been nice? Winning the lottery.",Michael
403,"I’ve never done this before. I’ve never quit anything in my life. So, you are filming history.",Michael
404,"I was never in this for the money. But it turns out that the money was an absolute necessity for me. I tried to live the dream. I tried to have a job, a girlfriend, another job, and I failed. But the good thing about the American dream is that you can just go to sleep, and try it all again the next night.",Michael
405,"I’ve always wanted to be in the witness protection program. Fresh start, no debts, no baggage. I’ve already got my name picked out, Lord Rupert Everton. I’m a shipping merchant who raises fancy dogs. That’s the life.",Michael
406,I… DECLARE… BANKRUPTCY!,Michael
407,"What am I doing? I am blowing dodge. I’m getting out of town. Whatever you call it, I am running away from my responsibilities. And it feels good.",Michael
408,I’ve been putting money into CDs for years. I bought music that I didn’t even like. No.,Michael
